Comment:,e80 s3t2
4/23/2015,18:47:21,15.1,15.0,100.000,14.8,0.0,25.0,
4/23/2015,18:47:27,15.1,15.0,100.000,14.8,0.0,25.0,
4/23/2015,18:47:33,15.1,15.0,100.000,14.8,0.0,25.0,
4/23/2015,18:47:39,15.1,15.0,100.000,14.8,0.0,25.0,
4/23/2015,18:47:45,15.1,15.0,100.000,14.9,0.0,25.0,
4/23/2015,18:47:51,15.1,15.0,100.000,14.9,0.0,25.0,
4/23/2015,18:47:57,15.1,15.0,100.000,14.9,0.0,25.0,
4/23/2015,18:48:03,15.1,15.0,100.000,14.9,0.0,25.0,
4/23/2015,18:48:09,15.1,15.0,100.000,14.9,0.0,25.0,
4/23/2015,18:48:15,15.1,15.0,100.000,15.0,0.0,25.0,
4/23/2015,18:48:21,15.1,15.0,100.000,15.0,0.0,25.0,
4/23/2015,18:48:27,15.1,15.0,100.000,15.0,0.0,25.0,
4/23/2015,18:48:33,15.1,15.0,100.000,15.0,0.0,25.0,
4/23/2015,18:48:39,15.0,15.0,100.000,15.0,0.0,25.0,
4/23/2015,18:48:45,14.9,15.0,100.000,14.9,0.0,25.0,
4/23/2015,18:48:51,14.9,15.0,100.000,14.9,0.0,25.0,
4/23/2015,18:48:57,14.9,15.0,100.000,14.9,0.0,25.0,
4/23/2015,18:49:03,14.9,15.0,100.000,14.9,0.0,25.0,
4/23/2015,18:49:09,15.0,15.0,100.000,15.0,0.0,25.0,
4/23/2015,18:49:15,15.0,15.0,100.000,15.0,0.0,25.0,
4/23/2015,18:49:21,15.1,15.0,100.000,15.0,0.0,25.0,
4/23/2015,18:49:27,15.1,15.0,100.000,15.0,0.0,25.0,
4/23/2015,18:49:33,15.1,15.0,100.000,15.0,0.0,25.0,
4/23/2015,18:49:39,15.1,15.0,100.000,15.1,0.0,25.0,
4/23/2015,18:49:45,15.1,15.0,100.000,15.1,0.0,25.0,
4/23/2015,18:49:51,15.1,15.0,100.000,15.1,0.0,25.0,
4/23/2015,18:49:57,15.1,15.0,100.000,15.1,0.0,25.0,
4/23/2015,18:50:03,15.1,15.2,100.000,15.1,0.0,25.0,
4/23/2015,18:50:09,15.1,16.2,100.000,15.1,0.0,25.0,
4/23/2015,18:50:15,15.2,17.2,100.000,15.1,0.0,25.0,
4/23/2015,18:50:21,15.6,18.0,100.000,15.2,0.0,25.0,
4/23/2015,18:50:27,16.2,19.0,100.000,15.4,0.0,25.0,
4/23/2015,18:50:33,17.4,20.0,100.000,15.8,0.0,25.0,
4/23/2015,18:50:39,19.2,20.0,100.000,16.5,0.0,25.0,
4/23/2015,18:50:45,20.9,20.0,100.000,17.4,0.0,25.0,
4/23/2015,18:50:51,22.0,20.0,100.000,18.2,0.0,25.0,
4/23/2015,18:50:57,22.3,20.0,100.000,18.7,0.0,25.0,
4/23/2015,18:51:03,22.3,20.0,100.000,19.1,0.0,25.0,
4/23/2015,18:51:09,21.9,20.0,100.000,19.3,0.0,25.0,
4/23/2015,18:51:15,21.2,20.0,100.000,19.3,0.0,25.0,
4/23/2015,18:51:21,20.4,20.0,100.000,19.1,0.0,25.0,
4/23/2015,18:51:27,19.8,20.0,100.000,18.9,0.0,25.0,
4/23/2015,18:51:33,19.4,20.0,100.000,18.7,0.0,25.0,
4/23/2015,18:51:39,19.1,20.0,100.000,18.6,0.0,25.0,
4/23/2015,18:51:45,19.1,20.0,100.000,18.6,0.0,25.0,
4/23/2015,18:51:51,19.3,20.0,100.000,18.6,0.0,25.0,
4/23/2015,18:51:57,19.5,20.0,100.000,18.7,0.0,25.0,
4/23/2015,18:52:03,19.7,20.0,100.000,18.8,0.0,25.0,
4/23/2015,18:52:09,19.9,20.0,100.000,19.0,0.0,25.0,
4/23/2015,18:52:15,20.1,20.0,100.000,19.1,0.0,25.0,
4/23/2015,18:52:21,20.1,20.0,100.000,19.2,0.0,25.0,
4/23/2015,18:52:27,20.2,20.0,100.000,19.3,0.0,25.0,
4/23/2015,18:52:33,20.2,20.0,100.000,19.3,0.0,25.0,
4/23/2015,18:52:39,20.2,20.0,100.000,19.4,0.0,25.0,
4/23/2015,18:52:45,20.1,20.0,100.000,19.4,0.0,25.0,
4/23/2015,18:52:51,20.1,20.0,100.000,19.4,0.0,25.0,
4/23/2015,18:52:57,20.1,20.0,100.000,19.4,0.0,25.0,
4/23/2015,18:53:03,20.1,20.0,100.000,19.5,0.0,25.0,
4/23/2015,18:53:09,20.1,20.0,100.000,19.5,0.0,25.0,
4/23/2015,18:53:15,20.1,20.0,100.000,19.5,0.0,25.0,
4/23/2015,18:53:21,20.1,20.0,100.000,19.6,0.0,25.0,
4/23/2015,18:53:27,20.1,20.0,100.000,19.6,0.0,25.0,
4/23/2015,18:53:33,20.1,20.0,100.000,19.6,0.0,25.0,
4/23/2015,18:53:39,20.2,20.0,100.000,19.7,0.0,25.0,
4/23/2015,18:53:45,20.2,20.0,100.000,19.7,0.0,25.0,
4/23/2015,18:53:51,20.2,20.0,100.000,19.7,0.0,25.0,
4/23/2015,18:53:57,20.1,20.0,100.000,19.8,0.0,25.0,
4/23/2015,18:54:03,20.1,20.0,100.000,19.8,0.0,25.0,
4/23/2015,18:54:09,20.1,20.0,100.000,19.8,0.0,25.0,
4/23/2015,18:54:15,20.1,20.0,100.000,19.8,0.0,25.0,
4/23/2015,18:54:21,20.0,20.0,100.000,19.7,0.0,25.0,
4/23/2015,18:54:27,20.1,20.0,100.000,19.8,0.0,25.0,
4/23/2015,18:54:33,20.1,20.0,100.000,19.8,0.0,25.0,
4/23/2015,18:54:39,20.1,20.0,100.000,19.8,0.0,25.0,
4/23/2015,18:54:45,20.1,20.0,100.000,19.8,0.0,25.0,
4/23/2015,18:54:51,20.1,20.0,100.000,19.8,0.0,25.0,
4/23/2015,18:54:57,20.1,20.0,100.000,19.8,0.0,25.0,
4/23/2015,18:55:03,20.0,20.0,100.000,19.8,0.0,25.0,
4/23/2015,18:55:09,20.0,20.0,100.000,19.8,0.0,25.0,
4/23/2015,18:55:15,20.0,20.0,100.000,19.9,0.0,25.0,
4/23/2015,18:55:21,20.1,20.0,100.000,19.9,0.0,25.0,
4/23/2015,18:55:27,20.0,20.0,100.000,19.8,0.0,25.0,
4/23/2015,18:55:33,20.0,20.0,100.000,19.8,0.0,25.0,
4/23/2015,18:55:39,20.1,21.0,100.000,19.9,0.0,25.0,
4/23/2015,18:55:45,20.3,22.0,100.000,19.9,0.0,25.0,
4/23/2015,18:55:51,20.9,23.2,100.000,20.1,0.0,25.0,
4/23/2015,18:55:57,22.1,24.2,100.000,20.5,0.0,25.0,
4/23/2015,18:56:03,23.6,25.0,100.000,21.2,0.0,25.0,
4/23/2015,18:56:09,25.2,25.0,100.000,22.0,0.0,25.0,
4/23/2015,18:56:15,26.3,25.0,100.000,22.8,0.0,25.0,
4/23/2015,18:56:21,26.7,25.0,100.000,23.4,0.0,25.0,
4/23/2015,18:56:27,26.7,25.0,100.000,23.8,0.0,25.0,
4/23/2015,18:56:33,26.5,25.0,100.000,24.0,0.0,25.0,
4/23/2015,18:56:39,26.0,25.0,100.000,24.0,0.0,25.0,
4/23/2015,18:56:45,25.6,25.0,100.000,23.9,0.0,25.0,
4/23/2015,18:56:51,25.2,25.0,100.000,23.9,0.0,25.0,
4/23/2015,18:56:57,24.9,25.0,100.000,23.8,0.0,25.0,
4/23/2015,18:57:03,24.6,25.0,100.000,23.6,0.0,25.0,
4/23/2015,18:57:09,24.4,25.0,100.000,23.6,0.0,25.0,
4/23/2015,18:57:15,24.4,25.0,100.000,23.6,0.0,25.0,
4/23/2015,18:57:21,24.5,25.0,100.000,23.6,0.0,25.0,
4/23/2015,18:57:27,24.6,25.0,100.000,23.7,0.0,25.0,
4/23/2015,18:57:33,24.8,25.0,100.000,23.8,0.0,25.0,
4/23/2015,18:57:39,24.9,25.0,100.000,23.9,0.0,25.0,
4/23/2015,18:57:45,25.0,25.0,100.000,23.9,0.0,25.0,
4/23/2015,18:57:51,25.1,25.0,100.000,24.0,0.0,25.0,
4/23/2015,18:57:57,25.1,25.0,100.000,24.1,0.0,25.0,
4/23/2015,18:58:03,25.1,25.0,100.000,24.2,0.0,25.0,
4/23/2015,18:58:09,25.0,25.0,100.000,24.2,0.0,25.0,
4/23/2015,18:58:15,25.1,25.0,100.000,24.2,0.0,25.0,
4/23/2015,18:58:21,25.1,25.0,100.000,24.2,0.0,25.0,
4/23/2015,18:58:27,25.0,25.0,100.000,24.3,0.0,25.0,
4/23/2015,18:58:33,25.0,25.0,100.000,24.3,0.0,25.0,
4/23/2015,18:58:39,25.0,25.0,100.000,24.3,0.0,25.0,
4/23/2015,18:58:45,25.0,25.0,100.000,24.3,0.0,25.0,
4/23/2015,18:58:51,25.0,25.0,100.000,24.4,0.0,25.0,
4/23/2015,18:58:57,25.1,25.0,100.000,24.4,0.0,25.0,
4/23/2015,18:59:03,25.1,25.0,100.000,24.5,0.0,25.0,
4/23/2015,18:59:09,25.2,25.0,100.000,24.5,0.0,25.0,
4/23/2015,18:59:15,25.2,25.0,100.000,24.6,0.0,25.0,
4/23/2015,18:59:21,25.2,25.0,100.000,24.6,0.0,25.0,
4/23/2015,18:59:27,25.1,25.0,100.000,24.6,0.0,25.0,
4/23/2015,18:59:33,25.1,25.0,100.000,24.6,0.0,25.0,
4/23/2015,18:59:39,25.0,25.0,100.000,24.6,0.0,25.0,
4/23/2015,18:59:45,25.0,25.0,100.000,24.6,0.0,25.0,
4/23/2015,18:59:51,25.1,25.0,100.000,24.6,0.0,25.0,
4/23/2015,18:59:57,25.1,25.0,100.000,24.6,0.0,25.0,
4/23/2015,19:00:03,25.1,25.0,100.000,24.6,0.0,25.0,
4/23/2015,19:00:09,25.1,25.0,100.000,24.7,0.0,25.0,
4/23/2015,19:00:15,25.1,25.0,100.000,24.7,0.0,25.0,
4/23/2015,19:00:21,25.1,25.0,100.000,24.7,0.0,25.0,
4/23/2015,19:00:27,25.0,25.0,100.000,24.7,0.0,25.0,
4/23/2015,19:00:33,25.0,25.0,100.000,24.7,0.0,25.0,
4/23/2015,19:00:39,25.0,25.0,100.000,24.7,0.0,25.0,
4/23/2015,19:00:45,25.1,25.0,100.000,24.7,0.0,25.0,
4/23/2015,19:00:51,25.1,25.0,100.000,24.7,0.0,25.0,
4/23/2015,19:00:57,25.1,25.0,100.000,24.7,0.0,25.0,
4/23/2015,19:01:03,25.1,25.2,100.000,24.7,0.0,25.0,
4/23/2015,19:01:09,25.1,26.2,100.000,24.7,0.0,25.0,
4/23/2015,19:01:15,25.3,27.2,100.000,24.8,0.0,25.0,
4/23/2015,19:01:21,26.0,28.0,100.000,25.0,0.0,25.0,
4/23/2015,19:01:27,27.2,29.0,100.000,25.5,0.0,25.0,
4/23/2015,19:01:33,28.7,30.0,100.000,26.1,0.0,0.0,
4/23/2015,19:01:39,30.1,30.0,100.000,26.9,0.0,0.0,
4/23/2015,19:01:45,31.2,30.0,100.000,27.6,0.0,0.0,
4/23/2015,19:01:51,31.6,30.0,100.000,28.2,0.0,0.0,
4/23/2015,19:01:57,31.6,30.0,100.000,28.5,0.0,0.0,
4/23/2015,19:02:03,31.3,30.0,100.000,28.7,0.0,0.0,
4/23/2015,19:02:09,30.9,30.0,100.000,28.7,0.0,0.0,
4/23/2015,19:02:15,30.5,30.0,100.000,28.6,0.0,0.0,
4/23/2015,19:02:21,30.1,30.0,100.000,28.6,0.0,0.0,
4/23/2015,19:02:27,29.7,30.0,100.000,28.5,0.0,0.0,
4/23/2015,19:02:33,29.5,30.0,100.000,28.4,0.0,0.0,
4/23/2015,19:02:39,29.4,30.0,100.000,28.4,0.0,0.0,
4/23/2015,19:02:45,29.4,30.0,100.000,28.4,0.0,0.0,
4/23/2015,19:02:51,29.6,30.0,100.000,28.5,0.0,0.0,
4/23/2015,19:02:57,29.7,30.0,100.000,28.6,0.0,0.0,
4/23/2015,19:03:03,29.8,30.0,100.000,28.6,0.0,0.0,
4/23/2015,19:03:09,30.0,30.0,100.000,28.7,0.0,0.0,
4/23/2015,19:03:15,30.0,30.0,100.000,28.8,0.0,0.0,
4/23/2015,19:03:21,30.1,30.0,100.000,28.9,0.0,0.0,
4/23/2015,19:03:27,30.1,30.0,100.000,29.0,0.0,0.0,
4/23/2015,19:03:33,30.1,30.0,100.000,29.0,0.0,0.0,
4/23/2015,19:03:39,30.1,30.0,100.000,29.0,0.0,0.0,
4/23/2015,19:03:45,30.1,30.0,100.000,29.1,0.0,0.0,
4/23/2015,19:03:51,30.0,30.0,100.000,29.1,0.0,0.0,
4/23/2015,19:03:57,30.0,30.0,100.000,29.2,0.0,0.0,
4/23/2015,19:04:03,30.0,30.0,100.000,29.2,0.0,0.0,
4/23/2015,19:04:09,30.0,30.0,100.000,29.2,0.0,0.0,
4/23/2015,19:04:15,30.0,30.0,100.000,29.2,0.0,0.0,
4/23/2015,19:04:21,30.0,30.0,100.000,29.2,0.0,0.0,
4/23/2015,19:04:27,30.1,30.0,100.000,29.3,0.0,0.0,
4/23/2015,19:04:33,30.2,30.0,100.000,29.3,0.0,0.0,
4/23/2015,19:04:39,30.3,30.0,100.000,29.4,0.0,0.0,
4/23/2015,19:04:45,30.3,30.0,100.000,29.4,0.0,0.0,
4/23/2015,19:04:51,30.2,30.0,100.000,29.4,0.0,0.0,
4/23/2015,19:04:57,30.1,30.0,100.000,29.4,0.0,0.0,
4/23/2015,19:05:03,30.0,30.0,100.000,29.4,0.0,0.0,
4/23/2015,19:05:09,30.0,30.0,100.000,29.4,0.0,0.0,
4/23/2015,19:05:15,30.0,30.0,100.000,29.4,0.0,0.0,
4/23/2015,19:05:21,30.1,30.0,100.000,29.5,0.0,0.0,
4/23/2015,19:05:27,30.1,30.0,100.000,29.5,0.0,0.0,
4/23/2015,19:05:33,30.2,30.0,100.000,29.5,0.0,0.0,
4/23/2015,19:05:39,30.1,30.0,100.000,29.5,0.0,0.0,
4/23/2015,19:05:45,30.1,30.0,100.000,29.5,0.0,0.0,
4/23/2015,19:05:51,30.1,30.0,100.000,29.6,0.0,0.0,
4/23/2015,19:05:57,30.0,30.0,100.000,29.6,0.0,0.0,
4/23/2015,19:06:03,30.0,30.0,100.000,29.5,0.0,0.0,
4/23/2015,19:06:09,30.0,30.0,100.000,29.6,0.0,0.0,
4/23/2015,19:06:15,30.0,30.0,100.000,29.6,0.0,0.0,
4/23/2015,19:06:21,30.1,30.0,100.000,29.6,0.0,0.0,
4/23/2015,19:06:27,30.1,30.0,100.000,29.6,0.0,0.0,
4/23/2015,19:06:33,30.1,30.0,100.000,29.6,0.0,0.0,
4/23/2015,19:06:39,30.0,31.0,100.000,29.6,0.0,0.0,
4/23/2015,19:06:45,30.2,32.0,100.000,29.6,0.0,0.0,
4/23/2015,19:06:51,31.0,33.2,100.000,29.8,0.0,0.0,
4/23/2015,19:06:57,32.2,34.2,100.000,30.3,0.0,0.0,
4/23/2015,19:07:03,33.7,35.0,100.000,31.0,0.0,0.0,
4/23/2015,19:07:09,35.3,35.0,100.000,31.8,0.0,0.0,
4/23/2015,19:07:15,36.4,35.0,100.000,32.5,0.0,0.0,
4/23/2015,19:07:21,36.8,35.0,100.000,33.1,0.0,0.0,
4/23/2015,19:07:27,36.7,35.0,100.000,33.5,0.0,0.0,
4/23/2015,19:07:33,36.4,35.0,100.000,33.6,0.0,0.0,
4/23/2015,19:07:39,35.9,35.0,100.000,33.6,0.0,0.0,
4/23/2015,19:07:45,35.4,35.0,100.000,33.6,0.0,0.0,
4/23/2015,19:07:51,35.0,35.0,100.000,33.4,0.0,0.0,
4/23/2015,19:07:57,34.6,35.0,100.000,33.3,0.0,0.0,
4/23/2015,19:08:03,34.4,35.0,100.000,33.2,0.0,0.0,
4/23/2015,19:08:09,34.3,35.0,100.000,33.2,0.0,0.0,
4/23/2015,19:08:15,34.4,35.0,100.000,33.2,0.0,0.0,
4/23/2015,19:08:21,34.5,35.0,100.000,33.3,0.0,0.0,
4/23/2015,19:08:27,34.6,35.0,100.000,33.4,0.0,0.0,
4/23/2015,19:08:33,34.8,35.0,100.000,33.5,0.0,0.0,
4/23/2015,19:08:39,35.0,35.0,100.000,33.6,0.0,0.0,
4/23/2015,19:08:45,35.1,35.0,100.000,33.8,0.0,0.0,
4/23/2015,19:08:51,35.1,35.0,100.000,33.8,0.0,0.0,
4/23/2015,19:08:57,35.1,35.0,100.000,33.9,0.0,0.0,
4/23/2015,19:09:03,35.1,35.0,100.000,33.9,0.0,0.0,
4/23/2015,19:09:09,35.0,35.0,100.000,34.0,0.0,0.0,
4/23/2015,19:09:15,35.0,35.0,100.000,34.0,0.0,0.0,
4/23/2015,19:09:21,35.0,35.0,100.000,34.0,0.0,0.0,
4/23/2015,19:09:27,35.0,35.0,100.000,34.0,0.0,0.0,
4/23/2015,19:09:33,35.0,35.0,100.000,34.1,0.0,0.0,
4/23/2015,19:09:39,35.0,35.0,100.000,34.1,0.0,0.0,
4/23/2015,19:09:45,35.0,35.0,100.000,34.1,0.0,0.0,
4/23/2015,19:09:51,35.1,35.0,100.000,34.2,0.0,0.0,
4/23/2015,19:09:57,35.1,35.0,100.000,34.2,0.0,0.0,
4/23/2015,19:10:03,35.2,35.0,100.000,34.3,0.0,0.0,
4/23/2015,19:10:09,35.3,35.0,100.000,34.3,0.0,0.0,
4/23/2015,19:10:15,35.3,35.0,100.000,34.4,0.0,0.0,
4/23/2015,19:10:21,35.2,35.0,100.000,34.4,0.0,0.0,
4/23/2015,19:10:27,35.1,35.0,100.000,34.4,0.0,0.0,
4/23/2015,19:10:33,35.0,35.0,100.000,34.3,0.0,0.0,
4/23/2015,19:10:39,35.0,35.0,100.000,34.3,0.0,0.0,
4/23/2015,19:10:45,35.0,35.0,100.000,34.3,0.0,0.0,
4/23/2015,19:10:51,35.1,35.0,100.000,34.4,0.0,0.0,
4/23/2015,19:10:57,35.1,35.0,100.000,34.4,0.0,0.0,
4/23/2015,19:11:03,35.1,35.0,100.000,34.4,0.0,0.0,
4/23/2015,19:11:09,35.1,35.0,100.000,34.4,0.0,0.0,
4/23/2015,19:11:15,35.1,35.0,100.000,34.4,0.0,0.0,
4/23/2015,19:11:21,35.1,35.0,100.000,34.4,0.0,0.0,
4/23/2015,19:11:27,35.0,35.0,100.000,34.4,0.0,0.0,
4/23/2015,19:11:33,35.1,35.0,100.000,34.4,0.0,0.0,
4/23/2015,19:11:39,35.0,35.0,100.000,34.5,0.0,0.0,
4/23/2015,19:11:45,35.1,35.0,100.000,34.5,0.0,0.0,
4/23/2015,19:11:51,35.1,35.0,100.000,34.5,0.0,0.0,
4/23/2015,19:11:57,35.1,35.0,100.000,34.5,0.0,0.0,
4/23/2015,19:12:03,35.0,34.9,100.000,34.5,0.0,0.0,
4/23/2015,19:12:09,35.1,34.2,100.000,34.5,0.0,0.0,
4/23/2015,19:12:15,35.0,33.7,100.000,34.6,0.0,0.0,
4/23/2015,19:12:21,34.9,33.0,100.000,34.5,0.0,0.0,
4/23/2015,19:12:27,34.7,32.3,100.000,34.5,0.0,0.0,
4/23/2015,19:12:33,34.5,31.7,100.000,34.4,0.0,0.0,
4/23/2015,19:12:39,34.1,30.9,100.000,34.2,0.0,0.0,
4/23/2015,19:12:45,33.6,30.2,100.000,34.0,0.0,0.0,
4/23/2015,19:12:51,32.9,29.6,100.000,33.6,0.0,0.0,
4/23/2015,19:12:57,32.1,29.0,100.000,33.2,0.0,0.0,
4/23/2015,19:13:03,31.3,28.3,100.000,32.7,0.0,0.0,
4/23/2015,19:13:09,30.2,27.7,100.000,32.1,0.0,0.0,
4/23/2015,19:13:15,29.1,27.0,100.000,31.5,0.0,0.0,
4/23/2015,19:13:21,28.1,26.2,100.000,30.8,0.0,0.0,
4/23/2015,19:13:27,27.2,25.6,100.000,30.1,0.0,0.0,
4/23/2015,19:13:33,26.2,25.0,100.000,29.4,0.0,0.0,
4/23/2015,19:13:39,25.6,25.0,100.000,28.8,0.0,0.0,
4/23/2015,19:13:45,25.3,25.0,100.000,28.5,0.0,0.0,
4/23/2015,19:13:51,25.2,25.0,100.000,28.3,0.0,0.0,
4/23/2015,19:13:57,25.2,25.0,100.000,28.1,0.0,0.0,
4/23/2015,19:14:03,25.3,25.0,100.000,28.1,0.0,0.0,
4/23/2015,19:14:09,25.4,25.0,100.000,28.1,0.0,0.0,
4/23/2015,19:14:15,25.4,25.0,100.000,28.1,0.0,0.0,
4/23/2015,19:14:21,25.5,25.0,100.000,28.1,0.0,0.0,
4/23/2015,19:14:27,25.6,25.0,100.000,28.1,0.0,0.0,
4/23/2015,19:14:33,25.7,25.0,100.000,28.1,0.0,0.0,
4/23/2015,19:14:39,25.8,25.0,100.000,28.1,0.0,0.0,
4/23/2015,19:14:45,25.9,25.0,100.000,28.1,0.0,0.0,
4/23/2015,19:14:51,25.9,25.0,100.000,28.2,0.0,0.0,
4/23/2015,19:14:57,26.0,25.0,100.000,28.2,0.0,0.0,
4/23/2015,19:15:03,26.1,25.0,100.000,28.2,0.0,0.0,
4/23/2015,19:15:09,26.2,25.0,100.000,28.2,0.0,0.0,
4/23/2015,19:15:15,26.3,25.0,100.000,28.3,0.0,0.0,
4/23/2015,19:15:21,26.4,25.0,100.000,28.3,0.0,0.0,
4/23/2015,19:15:27,26.5,25.0,100.000,28.3,0.0,0.0,
4/23/2015,19:15:33,26.6,25.0,100.000,28.3,0.0,0.0,
4/23/2015,19:15:39,26.7,25.0,100.000,28.4,0.0,0.0,
4/23/2015,19:15:45,26.7,25.0,100.000,28.4,0.0,0.0,
4/23/2015,19:15:51,26.8,25.0,100.000,28.3,0.0,0.0,
4/23/2015,19:15:57,26.9,25.0,100.000,28.1,0.0,0.0,
4/23/2015,19:16:03,26.9,25.0,100.000,27.9,0.0,0.0,
4/23/2015,19:16:09,27.0,25.0,100.000,27.8,0.0,0.0,
4/23/2015,19:16:15,27.0,25.0,100.000,27.6,0.0,0.0,
4/23/2015,19:16:21,27.1,25.0,100.000,27.4,0.0,0.0,
4/23/2015,19:16:27,27.2,25.0,100.000,27.3,0.0,0.0,
4/23/2015,19:16:33,27.2,25.0,100.000,27.1,0.0,0.0,
4/23/2015,19:16:39,27.3,25.0,100.000,27.0,0.0,0.0,
4/23/2015,19:16:45,27.3,25.0,100.000,26.9,0.0,0.0,
4/23/2015,19:16:51,27.4,25.0,100.000,26.8,0.0,0.0,
4/23/2015,19:16:57,27.4,25.0,100.000,26.7,0.0,0.0,
4/23/2015,19:17:03,27.5,25.0,100.000,26.6,0.0,0.0,
4/23/2015,19:17:09,27.5,25.0,100.000,26.5,0.0,0.0,
4/23/2015,19:17:15,27.5,25.0,100.000,26.4,0.0,0.0,
4/23/2015,19:17:21,27.6,25.0,100.000,26.3,0.0,0.0,
4/23/2015,19:17:27,27.6,25.0,100.000,26.3,0.0,0.0,
4/23/2015,19:17:33,27.7,25.0,100.000,26.2,0.0,0.0,
4/23/2015,19:17:39,27.7,25.0,100.000,26.2,0.0,0.0,
4/23/2015,19:17:45,27.7,25.0,100.000,26.1,0.0,0.0,
